price,date_sold,suburb,num_bath,num_bed,num_parking,property_size,type,suburb_population,suburb_median_income,suburb_sqkm,suburb_lat,suburb_lng,suburb_elevation,cash_rate,property_inflation_index,km_from_cbd,region,population_(rounded)*,postcode,ethnic_breakdown_2016,median_house_price_(2020),median_house_price_(2021),%_change,median_house_rent_(per_week),median_apartment_price_(2020),median_apartment_rent_(per_week),public_housing_%,avg._years_held,time_to_cbd_(public_transport)_[town_hall_st],time_to_cbd_(driving)_[town_hall_st],nearest_train_station,highlights/attractions,ideal_for,traffic,public_transport,affordability_(rental),affordability_(buying),nature,noise,things_to_see/do,family-friendliness,pet_friendliness,safety,overall_rating,review_link
2320000,2019-06-15,Fairlight,2,3,1,379,House,5840,65000,1.168,-33.79412,151.27428,38,1.28,159.0,9.88,Northern Beaches,"6,000",2094.0,"English 32.7%, Australian 20.3%, Irish 11.5, Scottish 8.4%, German 3.0%","$2,300,000.00","$3,100,000.00",34.78%,"$1,300.00","$1,250,000.00",$735.00,0%,10.0,45 minutes,25 minutes,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2100000,2019-06-15,Marrickville,1,4,1,493,House,26592,41236,5.771,-33.91228,151.15592,14,1.28,159.0,7.23,Inner West,"28,000",2204.0,"English 18.1%, Australian 15.3%, Irish 8.8%, Greek 6.6%, Scottish 5.6%","$1,400,000.00","$1,700,000.00",21.43%,$750.00,"$740,000.00",$500.00,5%,13.4,20,35,Marrickville,"Batch Brewing Co, Organic Foods & Farmers Market, Marrickville Metro","Young professionals, small families",4.0,7.0,5.0,4.0,6.0,3.0,9.0,7.0,6.0,6.0,5.7,https://sydneysuburbreviews.com/marrickville
1430000,2019-06-15,Denistone West,2,5,2,879,House,933,41340,0.321,-33.80082,151.07693,53,1.28,159.0,14.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310000,2019-06-15,Rhodes,1,3,1,185,Townhouse,11906,38272,1.006,-33.83004,151.0887,7,1.28,159.0,11.87,Inner West,"12,000",2138.0,"Chinese 44.5%, Korean 11.1%, English 7.1%, Indian 5.1%, Australian 4.3%","$2,500,000.00",,-100.00%,$645.00,"$850,000.00",$630.00,1%,,30,25,Rhodes,"Kokoda Park & cafe, Rhodes Waterside, Brays Bay Reserve","Professionals, young professionals, university students, small families",3.0,7.0,4.0,4.0,6.0,4.0,7.0,5.0,6.0,8.0,5.4,https://sydneysuburbreviews.com/rhodes
1250000,2019-06-15,Sydney,2,2,1,128,Apartment / Unit / Flat,17252,35412,2.94,-33.86794,151.20998,65,1.28,159.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830000,2019-06-15,Rydalmere,1,3,1,580,House,6642,33540,3.8,-33.81378,151.03784,13,1.28,159.0,16.91,Western Suburbs,"6,750",2116.0,"Australian 16.3%, English 15.8%, Chinese 14.4%, Korean 6.2%, Irish 6.1%","$1,100,000.00","$1,350,000.00",22.73%,$510.00,"$675,000.00",$465.00,13%,10.8,50 minutes,30 minutes,Parramatta,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
820000,2019-06-15,Yagoona,1,2,2,607,House,18013,24284,4.618,-33.90422,151.02148,44,1.28,159.0,17.96,Western Suburbs,"18,250",2199.0,"Lebanese 20.0%, Vietnamese 13.4%, Australian 11.1%, English 9.1%, Chinese 5.7%","$810,000.00","$950,000.00",17.28%,$500.00,"$515,000.00",$425.00,10%,14.2,45 minutes,30 minutes,Yagoona,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
640000,2019-06-15,Canterbury,2,2,2,183,Apartment / Unit / Flat,7233,34632,1.964,-33.913,151.1171,6,1.28,159.0,10.09,Western Suburbs,"7,250",2193.0,"Chinese 13.3%, English 10.6%, Australian 10.5%, Greek 7.7%, Irish 4.7%","$1,300,000.00","$1,500,000.00",15.38%,$600.00,"$650,000.00",$500.00,1%,19.2,25,20,Canterbury,"Multiple parklands, Canterbury Park Racecourse","Families, small families, retirees, professionals",4.0,6.0,6.0,5.0,7.0,6.0,5.0,8.0,8.0,5.0,6.0,https://sydneysuburbreviews.com/canterbury
418000,2019-06-15,Wentworth Point,1,1,1,74,Apartment / Unit / Flat,6994,56524,0.574,-33.82839,151.07771,4,1.28,159.0,12.9,Inner West,"7,000",2127.0,"Chinese 18.4%, English 12.4%, Australian 9.1%, Korean 7.6%, Irish 4.3%",-,-,#VALUE!,$560.00,"$670,000.00",$530.00,0%,,45 minutes,25 minutes,Rhodes,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
290000,2019-06-15,Berkeley Vale,3,4,2,544,House,8355,33852,6.142,-33.34073,151.42855,10,1.28,159.0,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2404000,2019-06-17,Sydney,2,1,1,102,Apartment / Unit / Flat,17252,35412,2.94,-33.86794,151.20998,65,1.28,159.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999000,2019-06-17,Yagoona,1,4,2,885,House,18013,24284,4.618,-33.90422,151.02148,44,1.28,159.0,17.96,Western Suburbs,"18,250",2199.0,"Lebanese 20.0%, Vietnamese 13.4%, Australian 11.1%, English 9.1%, Chinese 5.7%","$810,000.00","$950,000.00",17.28%,$500.00,"$515,000.00",$425.00,10%,14.2,45 minutes,30 minutes,Yagoona,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
940000,2019-06-17,Pemulwuy,2,4,2,371,House,5009,52832,3.777,-33.82108,150.92398,57,1.28,159.0,26.91,Western Suburbs,"5,100",2145.0,"Indian 13.3%, Australian 12.0%, English 9.1%, Chinese 6.8%, Filipino 5.7%","$850,000.00","$1,050,000.00",23.53%,$640.00,"$570,000.00",$440.00,0%,7.4,80 minutes,40 minutes,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
930000,2019-06-17,Gledswood Hills,2,4,2,518,House,22,14248,4.072,-34.0137,150.78383,118,1.28,159.0,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921000,2019-06-17,Gledswood Hills,2,4,2,589,House,22,14248,4.072,-34.0137,150.78383,118,1.28,159.0,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705000,2019-06-17,Bateau Bay,2,3,1,525,House,12146,30316,6.938,-33.38486,151.47128,31,1.28,159.0,58.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700000,2019-06-17,Bass Hill,1,3,2,556,House,9069,24388,2.929,-33.90028,150.99309,40,1.28,159.0,20.43,Western Suburbs,"9,250",2197.0,"Lebanese 20.9%, Australian 13.5%, English 11.0%, Vietnamese 7.9%, Italian 4.3%","$790,000.00","$900,000.00",13.92%,$570.00,,$470.00,12%,14.3,70 minutes,40 minutes,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
695000,2019-06-17,Bankstown,2,4,2,264,Townhouse,32113,23556,6.393,-33.91991,151.03125,21,1.28,159.0,17.61,Western Suburbs,"34,000",2200.0,"Vietnamese 16.3%, Lebanese 12.7%, Chinese 9.5%, Australian 6.8%, English 5.6%","$890,000.00","$1,050,000.00",17.98%,$525.00,"$490,000.00",$420.00,8%,10.6,30,35,Bankstown,"Westfield Bankstown, Bankstown RSL","Young professionals, families",3.0,7.0,6.0,5.0,4.0,4.0,6.0,5.0,5.0,3.0,4.8,
661000,2019-06-17,Ingleburn,1,3,1,557,House,15039,33124,12.454,-34.0051,150.8581,41,1.28,159.0,36.04,South West,"15,000",2565.0,"Australian 18.9%, English 18.3%, Indian 6.1%, Irish 5.4%, Scottish 4.4%","$645,000.00","$750,000.00",16.28%,$415.00,"$410,000.00",$365.00,6%,13.1,55 minutes,50 minutes,Ingleburn,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
590000,2019-06-17,Ingleburn,1,3,1,471,House,15039,33124,12.454,-34.0051,150.8581,41,1.28,159.0,36.04,South West,"15,000",2565.0,"Australian 18.9%, English 18.3%, Indian 6.1%, Irish 5.4%, Scottish 4.4%","$645,000.00","$750,000.00",16.28%,$415.00,"$410,000.00",$365.00,6%,13.1,55 minutes,50 minutes,Ingleburn,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
510000,2019-06-17,Yagoona,2,2,1,169,Apartment / Unit / Flat,18013,24284,4.618,-33.90422,151.02148,44,1.28,159.0,17.96,Western Suburbs,"18,250",2199.0,"Lebanese 20.0%, Vietnamese 13.4%, Australian 11.1%, English 9.1%, Chinese 5.7%","$810,000.00","$950,000.00",17.28%,$500.00,"$515,000.00",$425.00,10%,14.2,45 minutes,30 minutes,Yagoona,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3200000,2019-06-18,Sydney,3,3,2,166,Apartment / Unit / Flat,17252,35412,2.94,-33.86794,151.20998,65,1.28,159.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750000,2019-06-18,Gledswood Hills,2,4,2,416,House,22,14248,4.072,-34.0137,150.78383,118,1.28,159.0,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675000,2019-06-18,Berkeley Vale,2,4,4,695,House,8355,33852,6.142,-33.34073,151.42855,10,1.28,159.0,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645000,2019-06-18,Prestons,1,3,3,558,House,15313,36244,9.215,-33.94155,150.87334,28,1.28,159.0,32.26,Western Suburbs,"15,500",2170.0,"Australian 12.0%, Indian 9.6%, English 9.4%, Italian 4.4%, Lebanese 4.3%","$735,000.00","$850,000.00",15.65%,$550.00,,$450.00,1%,10.9,95 minutes,45 minutes,Casula,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
545000,2019-06-18,Bankstown,1,2,2,145,Apartment / Unit / Flat,32113,23556,6.393,-33.91991,151.03125,21,1.28,159.0,17.61,Western Suburbs,"34,000",2200.0,"Vietnamese 16.3%, Lebanese 12.7%, Chinese 9.5%, Australian 6.8%, English 5.6%","$890,000.00","$1,050,000.00",17.98%,$525.00,"$490,000.00",$420.00,8%,10.6,30,35,Bankstown,"Westfield Bankstown, Bankstown RSL","Young professionals, families",3.0,7.0,6.0,5.0,4.0,4.0,6.0,5.0,5.0,3.0,4.8,
340000,2019-06-18,Ingleburn,1,3,1,153,Townhouse,15039,33124,12.454,-34.0051,150.8581,41,1.28,159.0,36.04,South West,"15,000",2565.0,"Australian 18.9%, English 18.3%, Indian 6.1%, Irish 5.4%, Scottish 4.4%","$645,000.00","$750,000.00",16.28%,$415.00,"$410,000.00",$365.00,6%,13.1,55 minutes,50 minutes,Ingleburn,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3100000,2019-06-19,Darlinghurst,1,3,3,200,Terrace,11320,66820,0.857,-33.8794,151.22078,50,1.28,159.0,1.87,Sydney City,"12,000",2010.0,"English 22.4%, Australian 12.4%, Irish 9.6%, Scottish 7.0%, Chinese 4.0%","$1,850,000.00","$2,200,000.00",18.92%,$950.00,"$975,000.00",$590.00,3%,10.1,10,8,Kings Cross,"Gelato Messina, Sydney Jewish Museum, Bars & clubs","University students, backpackers, young professionals",3.0,7.0,4.0,3.0,5.0,4.0,7.0,5.0,7.0,4.0,4.9,https://sydneysuburbreviews.com/darlinghurst
1025000,2019-06-19,Marrickville,1,2,0,164,House,26592,41236,5.771,-33.91228,151.15592,14,1.28,159.0,7.23,Inner West,"28,000",2204.0,"English 18.1%, Australian 15.3%, Irish 8.8%, Greek 6.6%, Scottish 5.6%","$1,400,000.00","$1,700,000.00",21.43%,$750.00,"$740,000.00",$500.00,5%,13.4,20,35,Marrickville,"Batch Brewing Co, Organic Foods & Farmers Market, Marrickville Metro","Young professionals, small families",4.0,7.0,5.0,4.0,6.0,3.0,9.0,7.0,6.0,6.0,5.7,https://sydneysuburbreviews.com/marrickville
765000,2019-06-19,Bankstown,1,2,2,531,House,32113,23556,6.393,-33.91991,151.03125,21,1.28,159.0,17.61,Western Suburbs,"34,000",2200.0,"Vietnamese 16.3%, Lebanese 12.7%, Chinese 9.5%, Australian 6.8%, English 5.6%","$890,000.00","$1,050,000.00",17.98%,$525.00,"$490,000.00",$420.00,8%,10.6,30,35,Bankstown,"Westfield Bankstown, Bankstown RSL","Young professionals, families",3.0,7.0,6.0,5.0,4.0,4.0,6.0,5.0,5.0,3.0,4.8,
695000,2019-06-19,Canterbury,1,2,1,107,Apartment / Unit / Flat,7233,34632,1.964,-33.913,151.1171,6,1.28,159.0,10.09,Western Suburbs,"7,250",2193.0,"Chinese 13.3%, English 10.6%, Australian 10.5%, Greek 7.7%, Irish 4.7%","$1,300,000.00","$1,500,000.00",15.38%,$600.00,"$650,000.00",$500.00,1%,19.2,25,20,Canterbury,"Multiple parklands, Canterbury Park Racecourse","Families, small families, retirees, professionals",4.0,6.0,6.0,5.0,7.0,6.0,5.0,8.0,8.0,5.0,6.0,https://sydneysuburbreviews.com/canterbury
680000,2019-06-19,Prestons,1,3,4,557,House,15313,36244,9.215,-33.94155,150.87334,28,1.28,159.0,32.26,Western Suburbs,"15,500",2170.0,"Australian 12.0%, Indian 9.6%, English 9.4%, Italian 4.4%, Lebanese 4.3%","$735,000.00","$850,000.00",15.65%,$550.00,,$450.00,1%,10.9,95 minutes,45 minutes,Casula,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
625000,2019-06-19,Kariong,1,3,1,600,House,6385,36556,25.793,-33.45559,151.27311,189,1.28,159.0,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200000,2019-06-20,Penrith,2,2,0,2143,Development Site,13295,32240,12.202,-33.74515,150.68955,26,1.28,159.0,49.99,Western Suburbs,"13,500",2750.0,"English 25.5%, Australian 24.5%, Irish 8.6%, Scottish 6.4%, German 2.5%","$630,000.00","$750,000.00",19.05%,$410.00,"$450,000.00",$380.00,11%,10.6,60 minutes,50 minutes,Penrith,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1768000,2019-06-20,Middle Cove,2,3,1,601,House,1340,53404,1.036,-33.79242,151.21235,59,1.28,159.0,8.07,Lower North Shore,"1,500",2068.0,"English 24.8%, Australian 22.8%, Irish 9.8%, Chinese 8.5%, Scottish 6.6%","$1,900,000.00","$2,400,000.00",26.32%,"$1,050.00",,,0%,,40 minutes,15 minutes,Chatswood,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1050000,2019-06-20,Bankstown,1,3,2,895,House,32113,23556,6.393,-33.91991,151.03125,21,1.28,159.0,17.61,Western Suburbs,"34,000",2200.0,"Vietnamese 16.3%, Lebanese 12.7%, Chinese 9.5%, Australian 6.8%, English 5.6%","$890,000.00","$1,050,000.00",17.98%,$525.00,"$490,000.00",$420.00,8%,10.6,30,35,Bankstown,"Westfield Bankstown, Bankstown RSL","Young professionals, families",3.0,7.0,6.0,5.0,4.0,4.0,6.0,5.0,5.0,3.0,4.8,
455000,2019-06-20,Marrickville,1,1,0,46,Apartment / Unit / Flat,26592,41236,5.771,-33.91228,151.15592,14,1.28,159.0,7.23,Inner West,"28,000",2204.0,"English 18.1%, Australian 15.3%, Irish 8.8%, Greek 6.6%, Scottish 5.6%","$1,400,000.00","$1,700,000.00",21.43%,$750.00,"$740,000.00",$500.00,5%,13.4,20,35,Marrickville,"Batch Brewing Co, Organic Foods & Farmers Market, Marrickville Metro","Young professionals, small families",4.0,7.0,5.0,4.0,6.0,3.0,9.0,7.0,6.0,6.0,5.7,https://sydneysuburbreviews.com/marrickville
2550000,2019-06-21,Marrickville,1,4,2,693,House,26592,41236,5.771,-33.91228,151.15592,14,1.28,159.0,7.23,Inner West,"28,000",2204.0,"English 18.1%, Australian 15.3%, Irish 8.8%, Greek 6.6%, Scottish 5.6%","$1,400,000.00","$1,700,000.00",21.43%,$750.00,"$740,000.00",$500.00,5%,13.4,20,35,Marrickville,"Batch Brewing Co, Organic Foods & Farmers Market, Marrickville Metro","Young professionals, small families",4.0,7.0,5.0,4.0,6.0,3.0,9.0,7.0,6.0,6.0,5.7,https://sydneysuburbreviews.com/marrickville
1600000,2019-06-21,Bella Vista,2,5,3,840,House,7837,43784,3.8,-33.74234,150.95464,101,1.28,159.0,27.28,Hills Shire,"8,000",2153.0,"Chinese 13.8%, English 13.5%, Australian 13.0%, Indian 11.4%, Irish 4.8%","$1,600,000.00","$2,000,000.00",25.00%,$750.00,"$825,000.00",$610.00,0%,13.3,50 minutes,30 minutes,Bella Vista (metro),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1380000,2019-06-21,Killcare,2,3,2,1290,House,473,38584,1.657,-33.52117,151.36366,6,1.28,159.0,40.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365000,2019-06-21,Beecroft,2,3,2,999,House,9396,47112,5.117,-33.75342,151.06372,130,1.28,159.0,18.35,Hills Shire,"10,000",2119.0,"English 23.1%, Australian 19.3%, Chinese 14.3%, Irish 8.2%, Scottish 6.8%","$1,700,000.00","$2,100,000.00",23.53%,$760.00,"$980,000.00",$500.00,0%,12.8,45,30,Beecroft,Pennant Hills Golf Club,"Retirees, families",4.0,6.0,4.0,3.0,9.0,10.0,2.0,9.0,8.0,9.0,6.4,https://sydneysuburbreviews.com/beecroft
1220000,2019-06-21,Leichhardt,1,3,0,219,House,14625,56784,2.595,-33.88143,151.15595,31,1.28,159.0,5.31,Inner West,"15,000",2040.0,"English 23.1%, Australian 18.3%, Irish 10.6%, Italian 7.2%, Scottish 6.9%","$1,450,000.00","$1,800,000.00",24.14%,$770.00,"$875,000.00",$560.00,3%,12.2,25,15,Leichhardt North (light rail),"Pioneers Memorial Park, Italian dining, historic architecture","Young professionals, professionals, small families",3.0,6.0,5.0,5.0,6.0,3.0,9.0,7.0,7.0,7.0,5.8,https://sydneysuburbreviews.com/leichhardt
1200000,2019-06-21,Sydney,1,2,0,66,New Apartments / Off the Plan,17252,35412,2.94,-33.86794,151.20998,65,1.28,159.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190000,2019-06-21,Sydney,2,2,1,122,Apartment / Unit / Flat,17252,35412,2.94,-33.86794,151.20998,65,1.28,159.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187000,2019-06-21,Pennant Hills,1,3,2,1317,House,7287,43472,6.123,-33.73636,151.07741,168,1.28,159.0,18.83,Hills Shire,"7,500",2120.0,"English 22.6%, Australian 18.7%, Chinese 11.9%, Irish 8.6%, Scottish 7.0%","$1,400,000.00","$1,800,000.00",28.57%,$660.00,"$770,000.00",$490.00,2%,12.6,50 minutes,35 minutes,Pennant Hills,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1025000,2019-06-21,Mount Colah,3,4,2,583,House,7095,43056,11.062,-33.66638,151.12988,117,1.28,159.0,23.26,Northern Suburbs,"7,250",2079.0,"English 26.9%, Australian 25.4%, Irish 8.8%, Scottish 7.1%, Chinese 4.0%","$1,000,000.00","$1,250,000.00",25.00%,$620.00,"$630,000.00",$445.00,1%,15.9,55 minutes,40 minutes,Mount Colah,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
850000,2019-06-21,Bateau Bay,2,4,2,601,House,12146,30316,6.938,-33.38486,151.47128,31,1.28,159.0,58.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650000,2019-06-21,Bateau Bay,2,4,2,656,House,12146,30316,6.938,-33.38486,151.47128,31,1.28,159.0,58.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585000,2019-06-21,Cambridge Park,2,4,4,765,House,6726,35360,2.615,-33.74975,150.7265,55,1.28,159.0,46.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530000,2019-06-21,Yagoona,2,3,1,119,Apartment / Unit / Flat,18013,24284,4.618,-33.90422,151.02148,44,1.28,159.0,17.96,Western Suburbs,"18,250",2199.0,"Lebanese 20.0%, Vietnamese 13.4%, Australian 11.1%, English 9.1%, Chinese 5.7%","$810,000.00","$950,000.00",17.28%,$500.00,"$515,000.00",$425.00,10%,14.2,45 minutes,30 minutes,Yagoona,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
395000,2019-06-21,Bankstown,1,2,1,95,Apartment / Unit / Flat,32113,23556,6.393,-33.91991,151.03125,21,1.28,159.0,17.61,Western Suburbs,"34,000",2200.0,"Vietnamese 16.3%, Lebanese 12.7%, Chinese 9.5%, Australian 6.8%, English 5.6%","$890,000.00","$1,050,000.00",17.98%,$525.00,"$490,000.00",$420.00,8%,10.6,30,35,Bankstown,"Westfield Bankstown, Bankstown RSL","Young professionals, families",3.0,7.0,6.0,5.0,4.0,4.0,6.0,5.0,5.0,3.0,4.8,
2125000,2019-06-22,Croydon,2,4,5,645,House,10612,34996,2.435,-33.88062,151.1169,28,1.28,159.0,8.77,Inner West,"11,000",2132.0,"Chinese 16.6%, English 14.4%, Australian 14.0%, Italian 8.2%, Irish 7.3%","$1,400,000.00","$1,800,000.00",28.57%,$690.00,"$710,000.00",$480.00,3%,17.0,22,20,Croydon,"Wangal Park, boutique cafes & dining","Families, small families, retirees",4.0,6.0,6.0,4.0,6.0,6.0,6.0,10.0,9.0,9.0,6.6,https://sydneysuburbreviews.com/croydon
1800000,2019-06-22,Picnic Point,2,5,3,856,House,6160,40560,3.859,-33.97301,151.00632,33,1.28,159.0,22.31,Western Suburbs,"6,250",2213.0,"Australian 23.1%, English 20.7%, Irish 8.2%, Scottish 5.9%, Greek 4.9%","$1,000,000.00","$1,200,000.00",20.00%,$625.00,"$740,000.00",$580.00,1%,12.2,60 minutes,35 minutes,East Hills,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1070000,2019-06-22,Carss Park,1,3,2,632,House,1252,36816,0.63,-33.98679,151.11717,22,1.28,159.0,15.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770000,2019-06-22,Yagoona,1,3,2,569,House,18013,24284,4.618,-33.90422,151.02148,44,1.28,159.0,17.96,Western Suburbs,"18,250",2199.0,"Lebanese 20.0%, Vietnamese 13.4%, Australian 11.1%, English 9.1%, Chinese 5.7%","$810,000.00","$950,000.00",17.28%,$500.00,"$515,000.00",$425.00,10%,14.2,45 minutes,30 minutes,Yagoona,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
610000,2019-06-23,Ingleburn,1,3,2,563,House,15039,33124,12.454,-34.0051,150.8581,41,1.28,159.0,36.04,South West,"15,000",2565.0,"Australian 18.9%, English 18.3%, Indian 6.1%, Irish 5.4%, Scottish 4.4%","$645,000.00","$750,000.00",16.28%,$415.00,"$410,000.00",$365.00,6%,13.1,55 minutes,50 minutes,Ingleburn,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1450000,2019-06-24,Marrickville,2,4,0,118,Terrace,26592,41236,5.771,-33.91228,151.15592,14,1.28,159.0,7.23,Inner West,"28,000",2204.0,"English 18.1%, Australian 15.3%, Irish 8.8%, Greek 6.6%, Scottish 5.6%","$1,400,000.00","$1,700,000.00",21.43%,$750.00,"$740,000.00",$500.00,5%,13.4,20,35,Marrickville,"Batch Brewing Co, Organic Foods & Farmers Market, Marrickville Metro","Young professionals, small families",4.0,7.0,5.0,4.0,6.0,3.0,9.0,7.0,6.0,6.0,5.7,https://sydneysuburbreviews.com/marrickville
1020000,2019-06-24,Noraville,2,4,2,734,House,2918,30888,1.757,-33.27116,151.55658,20,1.28,159.0,73.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840000,2019-06-24,Narellan Vale,2,5,5,702,House,7193,40352,2.481,-34.05177,150.74372,98,1.28,159.0,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380000,2019-06-25,Darlinghurst,2,2,0,86,House,11320,66820,0.857,-33.8794,151.22078,50,1.28,159.0,1.87,Sydney City,"12,000",2010.0,"English 22.4%, Australian 12.4%, Irish 9.6%, Scottish 7.0%, Chinese 4.0%","$1,850,000.00","$2,200,000.00",18.92%,$950.00,"$975,000.00",$590.00,3%,10.1,10,8,Kings Cross,"Gelato Messina, Sydney Jewish Museum, Bars & clubs","University students, backpackers, young professionals",3.0,7.0,4.0,3.0,5.0,4.0,7.0,5.0,7.0,4.0,4.9,https://sydneysuburbreviews.com/darlinghurst
1005000,2019-06-25,Pennant Hills,1,3,4,680,House,7287,43472,6.123,-33.73636,151.07741,168,1.28,159.0,18.83,Hills Shire,"7,500",2120.0,"English 22.6%, Australian 18.7%, Chinese 11.9%, Irish 8.6%, Scottish 7.0%","$1,400,000.00","$1,800,000.00",28.57%,$660.00,"$770,000.00",$490.00,2%,12.6,50 minutes,35 minutes,Pennant Hills,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
620000,2019-06-25,Bateau Bay,1,3,3,654,House,12146,30316,6.938,-33.38486,151.47128,31,1.28,159.0,58.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585000,2019-06-25,Ingleburn,2,3,1,225,Duplex,15039,33124,12.454,-34.0051,150.8581,41,1.28,159.0,36.04,South West,"15,000",2565.0,"Australian 18.9%, English 18.3%, Indian 6.1%, Irish 5.4%, Scottish 4.4%","$645,000.00","$750,000.00",16.28%,$415.00,"$410,000.00",$365.00,6%,13.1,55 minutes,50 minutes,Ingleburn,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
520000,2019-06-25,Bateau Bay,1,2,2,396,Duplex,12146,30316,6.938,-33.38486,151.47128,31,1.28,159.0,58.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470000,2019-06-25,Ingleburn,1,2,1,199,Villa,15039,33124,12.454,-34.0051,150.8581,41,1.28,159.0,36.04,South West,"15,000",2565.0,"Australian 18.9%, English 18.3%, Indian 6.1%, Irish 5.4%, Scottish 4.4%","$645,000.00","$750,000.00",16.28%,$415.00,"$410,000.00",$365.00,6%,13.1,55 minutes,50 minutes,Ingleburn,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1730000,2019-06-26,Leichhardt,3,4,1,190,House,14625,56784,2.595,-33.88143,151.15595,31,1.28,159.0,5.31,Inner West,"15,000",2040.0,"English 23.1%, Australian 18.3%, Irish 10.6%, Italian 7.2%, Scottish 6.9%","$1,450,000.00","$1,800,000.00",24.14%,$770.00,"$875,000.00",$560.00,3%,12.2,25,15,Leichhardt North (light rail),"Pioneers Memorial Park, Italian dining, historic architecture","Young professionals, professionals, small families",3.0,6.0,5.0,5.0,6.0,3.0,9.0,7.0,7.0,7.0,5.8,https://sydneysuburbreviews.com/leichhardt
1340000,2019-06-26,Croydon,2,4,1,320,House,10612,34996,2.435,-33.88062,151.1169,28,1.28,159.0,8.77,Inner West,"11,000",2132.0,"Chinese 16.6%, English 14.4%, Australian 14.0%, Italian 8.2%, Irish 7.3%","$1,400,000.00","$1,800,000.00",28.57%,$690.00,"$710,000.00",$480.00,3%,17.0,22,20,Croydon,"Wangal Park, boutique cafes & dining","Families, small families, retirees",4.0,6.0,6.0,4.0,6.0,6.0,6.0,10.0,9.0,9.0,6.6,https://sydneysuburbreviews.com/croydon
1130000,2019-06-26,Yellow Rock,2,4,4,9991,House,1029,41652,18.81,-33.69332,150.62904,249,1.28,159.0,57.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
